Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Tipos de Ataques
55948,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.16,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,52631.58,52631.58,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,1,0,1,0,229,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,246,2,2,72,196,36,36,36.0,0.0,98,98,98.0,0.0,1089430.9,16260.163,82.0,101.602165,196,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,80,80,8130.0815,8130.0815,36,98,60.8,33.958797,1153.2,0,0,0,0,0,0,0,0,1,76.0,36.0,98.0,80,2,72,2,196,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
50241,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,2,0,0,0,5114,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
137,49,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,2530612.2,40816.33,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,40,0,40816.33,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,40,2,124,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,217,2,2,68,276,34,34,34.0,0.0,138,138,138.0,0.0,1585253.5,18433.18,72.333336,41.283573,120,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,80,80,9216.59,9216.59,34,138,75.6,56.963146,3244.8,0,0,0,0,0,0,0,0,1,94.5,34.0,138.0,80,2,68,2,276,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,11088017,7,6,529,11632,529,0,75.57143,199.9432,5792,0,1938.6666,2544.919,1096.7697,1.1724368,924001.44,2169462.5,6082500,3,6085940,1014323.3,2483291.8,6083321,3,11100000,2217591.8,3059617.5,6082500,14,0,0,232,200,0.6313122,0.5411247,0,5792,868.6429,1853.2697,3434608.2,0,0,0,1,0,0,0,0,0,935.46155,75.57143,1938.6666,232,7,529,6,11632,29200,235,1,32,1775.0,0.0,1775,1775,6082500.0,0.0,6082500,6082500,1
80,97877018,4,5,355,11595,349,0,88.75,173.52306,10136,0,2319.0,4414.366,122.09199,0.09195213,12200000.0,34600000.0,97800000,63,97800000,32600000.0,56500000.0,97800000,1009,59337,14834.25,22756.135,48099,83,0,0,124,168,0.04086761,0.051084515,0,10136,1195.6,3173.897,10100000.0,1,0,0,0,0,0,0,0,1,1328.4445,88.75,2319.0,124,4,355,5,11595,0,235,1,20,0.0,0.0,0,0,97800000.0,0.0,97800000,97800000,1
32,91,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,175824.17,43956.043,30.333334,47.342724,85,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,48,40,21978.021,21978.021,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
443,86494,8,5,517,3749,197,0,64.625,78.230316,1430,0,749.8,717.378,49321.34,150.29944,7207.8335,13864.37,36543,3,86494,12356.286,17470.662,38414,3,38773,9693.25,18047.979,36742,48,0,0,172,112,92.49197,57.80748,0,1430,304.7143,529.57635,280451.16,0,0,0,1,0,0,0,0,0,328.15384,64.625,749.8,172,8,517,5,3749,8192,343,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98385936,6,7,387,11595,369,0,64.5,149.20288,4344,0,1656.4286,2118.2273,121.7857,0.13213271,8198828.0,28400000.0,98400000,54,98400000,19700000.0,44000000.0,98400000,1992,98400000,16400000.0,40200000.0,98400000,68,0,0,164,232,0.060984325,0.07114838,0,4344,856.2857,1664.0719,2769135.5,1,0,0,0,0,0,0,0,1,922.1539,64.5,1656.4286,164,6,387,7,11595,0,235,3,20,13990.0,0.0,13990,13990,98400000.0,0.0,98400000,98400000,1
80,85029043,6,7,345,11595,327,0,57.5,132.06021,5792,0,1656.4286,2120.7322,140.4226,0.15288894,7085753.5,24500000.0,84900000,1,84900000,17000000.0,38000000.0,84900000,1,85000000,14200000.0,34600000.0,84900000,46,0,0,164,232,0.07056413,0.08232481,0,5792,853.2857,1666.5266,2777311.0,1,0,0,0,0,0,0,0,1,918.9231,57.5,1656.4286,164,6,345,7,11595,0,235,3,20,10998.0,0.0,10998,10998,84900000.0,0.0,84900000,84900000,1
80,99906689,6,7,326,11595,308,0,54.333332,124.305534,7240,0,1656.4286,2566.8853,119.32134,0.13012142,8325557.5,28800000.0,99900000,5,99900000,20000000.0,44700000.0,99900000,5,99900000,16700000.0,40800000.0,99900000,71,0,0,164,232,0.06005604,0.07006538,0,7240,851.9286,1934.9766,3744134.2,1,0,0,0,0,0,0,0,1,917.46155,54.333332,1656.4286,164,6,326,7,11595,0,235,3,20,10989.0,0.0,10989,10989,99900000.0,0.0,99900000,99900000,1
