Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Tipos de Ataques
53266,74,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40540.54,37.0,48.08326,71,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,32,27027.027,13513.514,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,2,0,1,0,245,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,2341294,6,7,1064,394,517,0,177.33333,251.2112,206,2,56.285713,81.75311,622.73254,5.552485,195107.83,551931.1,1940212,3,401079,80215.8,75780.69,167381,258,2225247,370874.5,795269.1,1989942,3,0,0,132,144,2.5626855,2.9897997,0,517,104.14286,178.59618,31896.594,0,0,0,1,0,0,0,0,1,112.15385,177.33333,56.285713,132,6,1064,7,394,8192,31088,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,11266247,14,13,11742,5281,2757,0,838.7143,1037.4456,1779,0,406.23077,633.1705,1510.9734,2.396539,433317.2,1422542.8,7192557,32,4073413,313339.47,458036.3,1753394,49,11062322,921860.2,2088485.6,7275801,277,0,0,292,272,1.2426498,1.1538892,0,2757,607.9643,870.2231,757288.25,0,0,0,1,0,0,0,0,0,630.4815,838.7143,406.23077,292,14,11742,13,5281,8192,397,13,20,4073413.0,0.0,4073413,4073413,7192557.0,0.0,7192557,7192557,0
80,16031840,7,4,1151,2524,578,0,164.42857,272.755,1302,0,631.0,726.0055,229.23132,0.6861346,1603184.0,3454994.0,9930278,49,16031840,2671973.2,4259286.5,9930278,13192,10122480,3374160.0,5769080.5,10035717,37722,0,0,152,92,0.4366311,0.2495035,0,1302,306.25,493.96875,244005.11,0,0,0,1,0,0,0,0,0,334.0909,164.42857,631.0,152,7,1151,4,2524,8192,2048,6,20,192275.0,0.0,192275,192275,9930278.0,0.0,9930278,9930278,0
443,6808,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1762.6322,293.77203,6808.0,0.0,6808,6808,6808,6808.0,0.0,6808,6808,0,0.0,0.0,0,0,0,0,40,0,293.77203,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,16139,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30269,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,3964.4521,66.0742,30269.0,0.0,30269,30269,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,33.0371,33.0371,46,74,55.333332,16.165808,261.33334,0,0,0,0,0,0,0,0,1,83.0,46.0,74.0,20,1,46,1,74,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5023000,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.7780213,0.7963368,1674333.4,2899403.5,5022276,334,5023000,1674333.4,2899403.5,5022276,334,0,0.0,0.0,0,0,0,0,80,0,0.7963368,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,724.0,0.0,724,724,5022276.0,0.0,5022276,5022276,1
53,251,2,2,70,264,35,35,35.0,0.0,132,132,132.0,0.0,1330677.2,15936.255,83.666664,104.184135,201,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,64,64,7968.1274,7968.1274,35,132,73.8,53.12909,2822.7,0,0,0,0,0,0,0,0,1,92.25,35.0,132.0,64,2,70,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
9898,68,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,117647.06,29411.766,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,14705.883,14705.883,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,413705,3,6,26,11601,20,0,8.666667,10.263203,4380,0,1933.5,1998.0254,28104.566,21.754631,51713.125,135094.16,385183,6,28051,14025.5,19695.045,27952,99,413699,82739.8,169504.86,385183,46,0,0,72,132,7.251544,14.503088,0,4380,1162.7,1791.1134,3208087.0,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,72,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
